Image;Name;Price;Sale;info;size;type
http://s8.postimg.org/jrupezjvp/STAY_UPS_WHITE_9_90.jpg;STAY-UPS, WHITE;€9,90;;Glossy satin sheers- in stretch quality and with a lace top. Colour: white.;4.5;Stockings And Garters
http://s8.postimg.org/wx5m7codh/STAY_UPS_RED_2_2222_9_1_1_10_90.jpg;STAY-UPS - RED;€10,90;;Material: 100% polyamide. ;S|M|L|XL;Stockings And Garters
http://s8.postimg.org/4a77badet/STAY_UPS_2_IN_1_14_90.jpg;STAY-UPS 2-IN-1;€14,90;;The 2-in-1 look for your legs: Stay-ups made of opaque and net material in one! Opaque from foot to knee, above with rough net. Lace top  strengthened with silicone.  92% polyamide, 8% spandex.;S/M| M/L;Stockings And Garters
http://s8.postimg.org/u8athbiw5/STAY_UPS_BLACK_RED_14_95.jpg;STAY-UPS BLACK/RED;€14,95;;Black stay-ups with a red satin ribbon. In the back with a red satin ribbon to tie and a silicone-strengthened top for a perfect fitting! 100%  polyamide.;S|M|L ;Stockings And Garters
http://s8.postimg.org/5gb7a31ph/STAY_UPS_BLACK_WHITE_10_90.jpg;STAY-UPS BLACK/WHITE;€10,90;;Net stay-ups with a waved silicone lace top and trimmed with a satin frill.  Black/rose. 100% polyamide.;L/M;Stockings And Garters
http://s8.postimg.org/gq3x516qt/STAY_UPS_CLASSIC_16_90.jpg;STAY-UPS CLASSIC;€16,90;;The classic one! Black stay-ups with lace top, Cuban heel and back seam. 90% polyamide, 10% elastane.;01/05/15;Stockings And Garters
http://s8.postimg.org/ymjat5tgl/STAY_UPS_LEO_3_14_95.jpg;"STAY-UPS ""LEO"" 3";€14,95;;These black stay-ups with a silicone-strengthened top in leo design.  With the German Öko-Tex Standard certificate (textile trust). 90% polyamide, 10% spandex.;2|3|4|5;Stockings And Garters
http://s8.postimg.org/cxkepar8l/STAY_UPS_S_11_95.jpg;STAY-UPS S;€11,95;;White mesh stockings with silicone-strengthened lace top for a perfect fit.  100% polyamide.;S|M|L ;Stockings And Garters
http://s8.postimg.org/43ti8749x/STAY_UPS_WITH_RED_SATIN_RIBBONED_TOP_sukad_1_15.jpg;STAY-UPS WITH RED SATIN RIBBONED TOP;€15,90;;Adds drama to any leg - black net-patternd stay-ups with a back seam and a red satin ribboned top. The stockings have a silicone top for a perfect stay-up. Material: 90% polyamide, 10% elastane. ;S/M| M/L;Stockings And Garters
http://s8.postimg.org/ymnw6wiud/STOCKINGS_07_16_90.jpg;STOCKINGS;€16,90;;Material: 100% polyamide ;S/M;Stockings And Garters
http://s8.postimg.org/6qdm2vkv9/STOCKINGS_8_90.jpg;STOCKINGS;€9,90;;Material: nylon ;S-L;Stockings And Garters
http://s8.postimg.org/8gwn4d2ed/STOCKINGS_b_20120428170352_9_90.jpg;STOCKINGS;€8,90;;The net-pattern is an exciting eye-catcher. With heel. Top quality, skin-tight. 94% Polyamid, 6% Elasthan;3|4|5;Stockings And Garters
http://s8.postimg.org/nxa7en71h/STOCKINGS_HOLD_UPS_11_90.jpg;"STOCKINGS ""HOLD UPS""";€11,90;;15den hold up stockings. ;S|M|L ;Stockings And Garters
